id,classe_id,classe,text,texto
91127,4,raiva,"My ex-boyfriend began to date my best friend. After they had been  seeing each other, I found out that he had been sleeping with  another girl, without my friend knowing, I told my friend what he  had been doing behind her back.","Meu ex-namorado começou a namorar minha melhor amiga. Depois de se verem, descobri que ele estava dormindo com outra garota, sem que minha amiga soubesse, contei a minha amiga o que ele vinha fazendo pelas costas dela."
121057,1,culpa,My son drank four pills of diazepam every two hours instead of  amidophen.,Meu filho bebeu quatro comprimidos de diazepam a cada duas horas em vez de amidofeno.
271104,5,tristeza,My child passed away after a short illness when he was just  eleven months old. I was only told about his death without  knowing that he had been ill.,Meu filho faleceu após uma curta doença quando tinha apenas onze meses de idade. Só fui informado de sua morte sem saber que ele estivera doente.
161022,6,vergonha,My son was apprehended for shoplifting at the age of 14. Because  I too had been apprehended at the same age I felt the shame of  not having been able to prevent my son from acting in the same  way.,"Meu filho foi apreendido por furto em uma loja aos 14 anos. Como eu também havia sido apreendido com a mesma idade, senti a vergonha de não ter conseguido impedir meu filho de agir da mesma forma."
201038,0,alegria,My son was registered to get admission in grade one of the          primary school.  The chances of him getting a place there was 1/10.   Two weeks later I was informed that he had been enrolled.,"Meu filho foi matriculado para ser admitido na primeira série da escola primária. As chances de ele conseguir um lugar lá eram de 1/10. Duas semanas depois, fui informado de que ele havia sido matriculado."
121057,5,tristeza,"My son lives with my parents in the country and I feel this  feeling always when leaving for Sofia, but the last time it was  quite strong.","Meu filho mora com meus pais no campo e sempre sinto essa sensação quando vou para Sofia, mas da última vez foi bem forte."
121072,5,tristeza,My son lives in the country. I feel sadness when I see mothers  having walks with their children.,Meu filho mora no campo. Sinto tristeza quando vejo mães passeando com seus filhos.
121074,0,alegria,My son was born.,Meu filho nasceu.
201083,0,alegria,My son passed grade 7 and was accepted for form I.,Meu filho passou na 7ª série e foi aceito no primeiro formulário.
41045,5,tristeza,"My child, unexpectedly started acting in a restless and  disturbing way at school.  In addition his performance at school  weakened.","Meu filho, inesperadamente, começou a agir de forma inquieta e perturbadora na escola. Além disso, seu desempenho na escola enfraqueceu."
161027,5,tristeza,My cat was sick and I had to take him to the vet to be put down -  no one else there to do it.,Meu gato estava doente e eu tive que levá-lo ao veterinário para ser sacrificado - ninguém mais lá para fazer isso.
331014,5,tristeza,My cat died from an illness.  It had been with us for 7 years.   It was a lovely cat.  It had been ill for one or two weeks and  the veterinary surgeon had told us that it was dying.,Meu gato morreu de uma doença. Estava conosco há 7 anos. Era um gato adorável. Estava doente havia uma ou duas semanas e o veterinário nos disse que estava morrendo.
161045,5,tristeza,My cat died painfully and slowly.,Meu gato morreu dolorosamente e lentamente.
81019,6,vergonha,"My P.T. instructor also works as a masseur. He wanted to massage  me, therefore I had to undress. For the first few times this was  not easy for me; I got gradually used to it.","Meu instrutor de PT também trabalha como massagista. Ele queria me massagear, então tive que me despir. Nas primeiras vezes, isso não foi fácil para mim; Eu fui me acostumando gradualmente."
91053,3,medo,"My brother and I were driving to Brisbane when he drove back onto  the road, perhaps cutting off another car but not noticeable -  this driver did his best to drive us off the road for about 1/2  an hour.","Meu irmão e eu estávamos dirigindo para Brisbane quando ele voltou para a estrada, talvez cortando outro carro, mas não perceptível - esse motorista fez o possível para nos tirar da estrada por cerca de meia hora."
101018,1,culpa,My brother and I were at home watching a TV program when I  started to tease  him and in this joke I hurt him without  knowing the seriousness of it I went on. He got angry and gave it  back to me. At this moment I felt anger at him but knowing that  it was my fault.,"Meu irmão e eu estávamos em casa assistindo a um programa de TV quando comecei a provocá-lo e nessa brincadeira eu o machuquei sem saber da seriedade dela e continuei. Ele ficou com raiva e me devolveu. Nesse momento, senti raiva dele, mas sabendo que a culpa era minha."
201096,5,tristeza,My younger brother and sister were involved in an accident on  their way back from school and my brother was quite badly hurt.,Meu irmão e minha irmã mais novos se envolveram em um acidente no caminho de volta da escola e meu irmão ficou gravemente ferido.
201115,4,raiva,My younger brother destroyed and gave away some of the books that  I had intended to keep for as long as possible.,Meu irmão mais novo destruiu e deu alguns dos livros que eu pretendia guardar pelo maior tempo possível.
91115,4,raiva,My younger brother and I had been fighting over the TV/Video. He  kept on turning it on and off every 2 seconds and was not  listening to my authority and was being cheeky. We fought and I  ended up in tears - he'd won.,Meu irmão mais novo e eu estávamos brigando pela TV / Vídeo. Ele continuou ligando e desligando a cada 2 segundos e não estava ouvindo minha autoridade e estava sendo atrevido. Lutamos e eu acabei em lágrimas - ele venceu.
41061,6,vergonha,My little brother was arrested by the police at the railway station after  he had drunk some beer.,Meu irmão mais novo foi preso pela polícia na estação ferroviária depois de beber um pouco de cerveja.
271004,4,raiva,My young brother took my wristwatch in my abscence and sold it to  his friend at a cheaper price.,Meu irmão mais novo pegou meu relógio de pulso na minha ausência e vendeu-o a um amigo por um preço mais barato.
331016,4,raiva,My elder brother often criticizes my mother's cooking.  Once he  did it very impolitely and lost his temper.  This made all of us  very sad.  I was very angry and I scolded him.  He asked me not  to interfere with what was his buisness.,Meu irmão mais velho costuma criticar a comida de minha mãe. Uma vez ele fez isso de forma muito indelicada e perdeu a paciência. Isso deixou todos nós muito tristes. Fiquei muito zangado e repreendi-o. Ele me pediu para não interferir no que era seu negócio.
201113,5,tristeza,My elder brother had been expelled from college and he was so  frustated that he attempted suicide - he drank bottle fragments.   I was very sad when I learnt this.,Meu irmão mais velho foi expulso da faculdade e ficou tão frustrado que tentou o suicídio - bebeu fragmentos de garrafa. Fiquei muito triste quando soube disso.
171031,4,raiva,My older brother who gives me unwanted advices about problems in  my relationship with my girlfriend.,"Meu irmão mais velho, que me dá conselhos indesejados sobre problemas no relacionamento com minha namorada."
121067,4,raiva,My brother accused me undeservedly before my parents. I was not  guilty. He was misled by his wife.,Meu irmão me acusou injustamente diante de meus pais. Eu não era culpado. Ele foi enganado por sua esposa.
161013,2,desgosto,My brother gave me a beating because he could not beat me  verbally.,Meu irmão me deu uma surra porque não conseguia me bater verbalmente.
41063,4,raiva,"My brother told me that a person (whom I know) had insulted him.   I am very fond of my brother, and as he himself can not get angry  or hurt, my protectiveness was aroused and I got angry.","Meu irmão me disse que uma pessoa (que eu conheço) o insultou. Gosto muito do meu irmão, e como ele mesmo não pode ficar com raiva ou se machucar, minha proteção foi despertada e eu fiquei com raiva."
81027,2,desgosto,My brother caught a spider and let his frog eat it.,Meu irmão pegou uma aranha e deixou seu sapo comê-la.
261066,3,medo,"My brother lost his temper and started smashing things in the  house.  I was quite scared, that something terrible might happen,  till the situation was brought under control.","Meu irmão perdeu a paciência e começou a quebrar coisas na casa. Eu estava com muito medo de que algo terrível pudesse acontecer, até que a situação fosse controlada."
201012,1,culpa,"My brother wanted money but I refused to give it to him, two days  later he stole it from my father.","Meu irmão queria dinheiro, mas eu me recusei a dar a ele, dois dias depois ele roubou de meu pai."
101044,5,tristeza,My brother wanted me to buy a flute with him but I didn't accept  afterwards I regretted it because he became sad.,"Meu irmão queria que eu comprasse uma flauta com ele, mas não aceitei depois me arrependi porque ele ficou triste."
271033,3,medo,"My brother had bowel obstruction, having heard that he was going  for surgery, I was afraid he might not come back to life after  hearing of the General Anaesthesia.","Meu irmão teve obstrução intestinal, por saber que ia fazer uma cirurgia, fiquei com medo que ele não voltasse à vida depois de ouvir falar da Anestesia Geral."
201034,5,tristeza,"My brother came to tell me about some problems we had in the   family.  I felt sad because I thought that if my mother had not  gone away when this brother was younger, things would have been  different.","Meu irmão veio me contar sobre alguns problemas que tínhamos na família. Fiquei triste porque pensei que, se minha mãe não tivesse partido quando esse irmão era mais novo, as coisas teriam sido diferentes."
201009,6,vergonha,"My brother came to see me and found me with a boy friend.  When  my boyfriend greeted him, he did not answer and instead started  shouting at me and scolding me in the prescence of my boyfriend.","Meu irmão veio me ver e me encontrou com um namorado. Quando meu namorado o cumprimentou, ele não respondeu e, em vez disso, começou a gritar comigo e a me repreender na presença do meu namorado."
122014,5,tristeza,My brother is a soldier. He promised to come home in a furlough  but in the last moment he phoned and said that he could not come.,"Meu irmão é um soldado. Ele prometeu voltar para casa de licença, mas no último momento ligou e disse que não poderia ir."
301004,4,raiva,My bed sheet (present of my parents) damaged by roommate.,Meu lençol (presente dos meus pais) danificado por colega de quarto.
301036,4,raiva,My class leader told me the university won't let all of us go to  your lectures because we are not All English Class.,Meu líder de classe me disse que a universidade não vai permitir que todos nós assistamos às suas palestras porque não temos aulas de inglês.
301030,4,raiva,My class leader told me I am not chosen for your English  lectures.,Meu líder de classe me disse que não fui escolhido para suas aulas de inglês.
261024,2,desgosto,My husband falls ill and does not follow the doctor's advice on  the treatment or the diet control.,Meu marido adoece e não segue as orientações do médico quanto ao tratamento ou controle da dieta.
41045,3,medo,My husband suddenly fell ill seriously and during the medical  examinations we did not know what would follow.,Meu marido adoeceu gravemente de repente e durante os exames médicos não sabíamos o que aconteceria.
121072,4,raiva,My husband and I were invited at the house of our nieghbours then  we got an invitation on the part of my parents which we had to  refuse. A a result they called me by words that provoked my  anger.,"Meu marido e eu fomos convidados para a casa de nossos nieghbours, então recebemos um convite da parte de meus pais que tivemos de recusar. Como resultado, eles me chamaram por palavras que provocaram minha raiva."
41028,3,medo,"My husband had gone to drive a strange, broken car.  At the  agreed time, he had not returned, and I feared that he had had an  accident.",Meu marido tinha ido dirigir um carro estranho e quebrado. Na hora combinada ele não havia retornado e eu temia que tivesse sofrido um acidente.
81062,3,medo,"My fear appeared in the form of jealousy. I was afraid that my  girl-friend had fallen in love with another man, I was afraid to  lose her.","Meu medo apareceu na forma de ciúme. Tive medo que minha namorada tivesse se apaixonado por outro homem, tive medo de perdê-la."
301035,5,tristeza,My best friend suddenly acting strange towards me.,Meu melhor amigo de repente agindo de forma estranha comigo.
331009,3,medo,My best frieend left school recently.  The next day the weather  turned bad suddenly and the male class-mates turned off the  lights.  I remained on the table and was scared.,"Meu melhor amigo deixou a escola recentemente. No dia seguinte, o tempo piorou repentinamente e os colegas homens desligaram as luzes. Eu permaneci na mesa e estava com medo."
301036,0,alegria,My best friend chosen for your English lectures.,Meu melhor amigo escolhido para suas palestras de inglês.
271065,5,tristeza,My best friend had failed Exams. She had to leave and so we got  separated.,Meu melhor amigo havia reprovado nos exames. Ela teve que ir embora e então nos separamos.
302067,4,raiva,My best friend betrayed me and told other people my secrets.,Meu melhor amigo me traiu e contou meus segredos a outras pessoas.
301022,5,tristeza,My best friend could not get into university.,Meu melhor amigo não conseguiu entrar na universidade.
301050,5,tristeza,My best friend was not chosen for the English lectures.,Meu melhor amigo não foi escolhido para as palestras de inglês.
41058,5,tristeza,My best friend had a relatively severe illness.  I was sad  because she was suffering.,Meu melhor amigo tinha uma doença relativamente grave. Fiquei triste porque ela estava sofrendo.
171011,5,tristeza,"My boyfriend with whom I had a longlasting relationship, fell in  love with another girl, then he asked me something which implied  that he loved that girl more than he loved me.","Meu namorado com quem tive um relacionamento de longa data, me apaixonei por outra garota, então ele me perguntou algo que implicava que ele amava aquela garota mais do que ele me amava."
171041,5,tristeza,My boyfriend decided to make an end to our relationship.,Meu namorado decidiu encerrar nosso relacionamento.
221050,0,alegria,"My boyfriend and I were getting dressed up and putting make-up  on to go to a Halloween Party. We were dressing up to be two  mimes. It was very enjoyable and I thought we looked really good,  it was an accomplishment. We were alone in his house.","Meu namorado e eu estávamos nos vestindo e nos maquiando para ir a uma festa de Halloween. Estávamos nos vestindo para ser dois mímicos. Foi muito divertido e achei que estávamos muito bem, foi uma conquista. Estávamos sozinhos em sua casa."
81037,5,tristeza,My boy-friend an I seperated on his initiative.,Meu namorado e eu me separei por iniciativa dele.
331042,2,desgosto,My boyfriend and I did not have any contact with each other during   the Summer holidays.  I met him the day of the registration and looked   through him.  In the canteen he asked me if I wanted to have a drink and   I said no as I did not want him to do me a favour.,Meu namorado e eu não tivemos nenhum contato durante as férias de verão. Eu o conheci no dia do registro e dei uma olhada nele. Na cantina perguntou-me se queria beber alguma coisa e eu disse que não porque não queria que me fizesse um favor.
171051,0,alegria,My boyfriend was playing with my cat. He was playing games with her  and telling nice things to her.,Meu namorado estava brincando com meu gato. Ele estava brincando com ela e dizendo coisas boas para ela.
21033,5,tristeza,"My sweatheart were away on a trip, and then she got problems.",Meu namorado estava viajando e então teve problemas.
81051,6,vergonha,"My boyfriend had drunk too much and beaten me. When I had to show  the letter the door, which was almost crashed, I felt ashamed.","Meu namorado havia bebido demais e me batido. Quando tive que mostrar a carta a porta, que estava quase quebrada, fiquei com vergonha."
81059,4,raiva,My boy-friend had promised me to come home at about 10 p.m. He  did not return until midnight and had consumed a lot of alcohol.,Meu namorado havia me prometido voltar para casa por volta das dez da noite. Ele só voltou à meia-noite e havia consumido muito álcool.
41053,3,medo,"My boyfriend hinted over the phone about wanting to ""be free"".   He thus did not say it point blank, silence followed.","Meu namorado insinuou ao telefone sobre querer ""ser livre"". Ele, portanto, não disse isso à queima-roupa, seguiu-se o silêncio."
171051,4,raiva,My boyfriend told me that I had very high demands towards him. In  my opinion this was wrong.,"Meu namorado me disse que eu exigia muito dele. Na minha opinião, isso estava errado."
81045,0,alegria,My boy-friend told me that he would take me to the training of  the life-saving dogs.,Meu namorado me disse que me levaria para o treinamento dos cães salva-vidas.
121038,0,alegria,My boyfriend made me a proposal.,Meu namorado me fez uma proposta.
81064,4,raiva,My boy-friend had promised me to come an 10 a.m. - he was 3 hours  late.,Meu namorado me prometeu vir às 10h - ele estava 3 horas atrasado.
271097,5,tristeza,My boyfriend didn't turn up after promising that he was coming.,Meu namorado não apareceu depois de prometer que viria.
161041,4,raiva,My boyfriend promised to take me to see a game of tennis and rang  saying he was going to the pub with some of his friends instead.,Meu namorado prometeu me levar para ver uma partida de tênis e ligou dizendo que em vez disso iria ao pub com alguns de seus amigos.
171064,0,alegria,"My boyfriend suffered form ill health for some months, this week  the physician told him that he was restored to health.","Meu namorado sofreu de problemas de saúde por alguns meses, esta semana o médico disse a ele que sua saúde foi restaurada."
221068,4,raiva,My boyfriend breaking up with me about 7 months after I had an  abortion. Just the fact that he was ignoring me and continued to  do so.,Meu namorado terminou comigo cerca de 7 meses depois que fiz um aborto. Apenas o fato de que ele estava me ignorando e continuou a fazer isso.
171034,5,tristeza,"My boyfriend finished our relationship when I started studying  psychology in Nijegen, because then we would not be able to meet  frequently anymore.","Meu namorado terminou nosso relacionamento quando comecei a estudar psicologia em Nijegen, porque então não poderíamos mais nos encontrar com frequência."
81005,0,alegria,My boyfriend returned after a long absence.,Meu namorado voltou após uma longa ausência.
122018,5,tristeza,My boyfriend is a soldier. He was on a leave. I felt sad when we  had to get separated again.,Meu namorado é um soldado. Ele estava de licença. Fiquei triste quando tivemos que nos separar novamente.
171022,5,tristeza,My fiancT left me for my best friend.,Meu noivo me trocou pelo meu melhor amigo.
271086,1,culpa,"My patient died of Anaemia while I was organising blood  transfusion for him, so I felt guilty, because I thought that may  be I was slow.","Meu paciente morreu de anemia enquanto eu estava organizando uma transfusão de sangue para ele, então me senti culpado, porque pensei que talvez eu fosse lento."
21036,4,raiva,"My father accused my brother of having bumped his car, and it was  wrong.",Meu pai acusou meu irmão de ter batido no carro e foi errado.
41025,5,tristeza,My father suddenly fell ill and died.,Meu pai adoeceu de repente e morreu.
171067,5,tristeza,"My father suddenly fell ill. He stayed for 3 months in the  hospital: the last month on intensive care of the Academic  Hospital, then he died.","Meu pai adoeceu de repente. Ficou 3 meses no hospital: no último mês na UTI do Hospital Acadêmico, depois faleceu."
191053,4,raiva,My father began to say incoherant things concerning my brother's and  my own behaviour towards him.  His biased (authoritarian) and  ridiculous point of view made us angry.,Meu pai começou a dizer coisas incoerentes sobre o meu irmão e meu próprio comportamento em relação a ele. Seu ponto de vista tendencioso (autoritário) e ridículo nos irritou.
81063,4,raiva,"My father had bought too many goods for his shop, there was not  enough space to store them.","Meu pai comprou muitos produtos para sua loja, não havia espaço suficiente para armazená-los."
41080,5,tristeza,My father gave money to my brother but not to me.,"Meu pai deu dinheiro para meu irmão, mas não para mim."
11081,4,raiva,My father and I had an argument because I do not help enough at  home.,Meu pai e eu discutimos porque não ajudo o suficiente em casa.
21027,6,vergonha,"My father was a member of the public Alcohol and Drugs Board,  when I was picked up by the police for being drunk in a public  place.","Meu pai era membro do Conselho Público de Álcool e Drogas, quando fui pego pela polícia por estar bêbado em local público."
41012,3,medo,"My father was away from home and he did not come back when he was  expected, he came back several hours later than expected.","Meu pai estava longe de casa e não voltou quando era esperado, voltou várias horas depois do esperado."
171005,3,medo,"My father was very angry with me, and I locked me up in the  shower. Then my father knocked his fist through the door, I was  scared to death.","Meu pai estava muito zangado comigo e eu me tranquei no chuveiro. Então meu pai bateu com o punho na porta, eu estava morrendo de medo."
81058,1,culpa,My father had been alone for a long time because my mother and  sister were on holiday. I had not seen him for a long time and  when I finally called him I realized that he had been very sad  about that.,Meu pai estava sozinho há muito tempo porque minha mãe e minha irmã estavam de férias. Fazia muito tempo que não o via e quando finalmente liguei para ele percebi que ele estava muito triste com isso.
171021,6,vergonha,My father was very angry with another man in the presence of my  friends.,Meu pai ficou muito zangado com outro homem na presença de meus amigos.
81008,0,alegria,My father stayed abroad for one year. He does not like to write  letters because he makes ortographic mistakes. I never had a good  relation to him. He wrote me a letter in which he said that he  loved me.,Meu pai ficou um ano no exterior. Ele não gosta de escrever cartas porque comete erros ortográficos. Nunca tive uma boa relação com ele. Ele me escreveu uma carta em que dizia que me amava.
301042,0,alegria,My father promoted to be a professor.,Meu pai foi promovido a professor.
301045,6,vergonha,My father insulted by other people.,Meu pai insultado por outras pessoas.
271043,3,medo,My father gave me money for school fees and I didn't pay school  fees instead I spent it on beer and did not tell him about this.,"Meu pai me deu dinheiro para as taxas escolares e eu não paguei as taxas escolares, em vez disso, gastei em cerveja e não contei a ele sobre isso."
41033,4,raiva,My father had once again told me that I should be careful and try to  seek admission to other places also apart from the faculty of  Social Sciences at the university of Helsinki.  I was not at all  interested in any other place and had no time to study for other  entrance exams.,Meu pai me disse mais uma vez que eu deveria ter cuidado e tentar buscar a admissão em outros lugares além da faculdade de Ciências Sociais da universidade de Helsinque. Eu não estava nem um pouco interessado em nenhum outro lugar e não tinha tempo para estudar para outros exames de admissão.
302065,5,tristeza,My father told me in the letter that my mother is ill.,Meu pai me disse na carta que minha mãe está doente.
171059,4,raiva,"My father called me (behind my mother's back) and told me that my  mother disapproved my behavior in the weekend. However, he didn't  tell me the details and left me with unanswered questions.","Meu pai me ligou (pelas costas da minha mãe) e disse que minha mãe desaprovava meu comportamento no fim de semana. No entanto, ele não me contou os detalhes e me deixou com perguntas sem resposta."
201026,1,culpa,My father caught me having sexual intercourse with my closest  cousin.  There was nothing wrong with it but the female was too  old for me.,"Meu pai me pegou tendo relações sexuais com meu primo mais próximo. Não havia nada de errado com isso, mas a fêmea era muito velha para mim."
171020,4,raiva,My father promised me a bicycle for my birthday. Just before my  birthday he forgot he promised this to me.,"Meu pai me prometeu uma bicicleta de aniversário. Pouco antes do meu aniversário, ele esqueceu que havia prometido isso para mim."
21031,5,tristeza,My father dying.,Meu pai morrendo.
21018,6,vergonha,"My father died after two very painful weeks in bed. I felt  relieved, and was ashamed of that.",Meu pai morreu após duas semanas muito dolorosas na cama. Fiquei aliviado e envergonhado disso.
161057,6,vergonha,"My father died 4 years ago, 18 months after my mother died. I  feld my sister was responsible for his death, in that she ""hadn't  loved him"". I felt ashamed for myself, and for my family.","Meu pai morreu há 4 anos, 18 meses depois da morte de minha mãe. Achei que minha irmã foi a responsável pela morte dele, pois ela ""não o amou"". Senti vergonha de mim mesma e de minha família."
81025,5,tristeza,My father died unexpectedly at the age of 53 years. He certainly  would have liked to live longer. I was also said because I was  confronted with the fact that I would die one day too.,Meu pai morreu inesperadamente aos 53 anos. Ele certamente gostaria de viver mais. Isso também foi dito porque fui confrontado com o fato de que um dia também morreria.
91093,5,tristeza,My father died last year after an 8-week severe illness.,"Meu pai morreu no ano passado, após uma doença grave de 8 semanas."
161016,5,tristeza,My father died. I was away at the time and did not know until two  days after.,Meu pai morreu. Eu estava ausente na época e não soube até dois dias depois.
301034,5,tristeza,My father left us for another woman.,Meu pai nos deixou por outra mulher.
301047,5,tristeza,"My father won't be so pleased with me as if I was elected ""Three  Good"".","Meu pai não ficará tão satisfeito comigo como se eu fosse eleita ""Três Boas""."
201072,5,tristeza,"My father resigned from work, and soon after this his elder brother  died.  The next day my granny died (my mother's mother).  My dad  remains the only living member of his family.","Meu pai pediu demissão do trabalho e logo depois disso seu irmão mais velho morreu. No dia seguinte, minha avó morreu (mãe de minha mãe). Meu pai continua sendo o único membro vivo de sua família."
301041,5,tristeza,Father lost his temper at home because he was mistreated at work.,Meu pai perdia a paciência em casa porque era maltratado no trabalho.
271104,2,desgosto,"My father promised to send me pocket money at the month-end since  I wanted to buy a new pair of shoes when I was at secondary  school, but he didn't.","Meu pai prometeu me enviar mesada no final do mês, pois eu queria comprar um novo par de sapatos quando estava no ensino médio, mas ele não o fez."
161055,5,tristeza,My father recently having a heart attack - spending a few months  in hospital.,Meu pai recentemente teve um ataque cardíaco - passou alguns meses no hospital.
201062,3,medo,My father had been involved in a car accident two years ago.  I  was then very scared thinking that he would die as he lay  unconscious in hospital for two weeks.,Meu pai se envolveu em um acidente de carro há dois anos. Fiquei então com muito medo de pensar que ele morreria enquanto permanecia inconsciente no hospital por duas semanas.
21003,3,medo,My father has a chronic desease. In the autumn of 1983 he had a  very strong fit or seizure.,"Meu pai tem uma doença crônica. No outono de 1983, ele teve um ataque ou convulsão muito forte."
41015,5,tristeza,My father had a heart attack when I was not at home (I was still  living with them).  He recovered relatively well although he had  to retire (which implied relief from the stress of a small scale  enterprise).,"Meu pai teve um ataque cardíaco quando eu não estava em casa (eu ainda morava com eles). Ele se recuperou relativamente bem, embora tenha que se aposentar (o que significou alívio do estresse de uma empresa de pequena escala)."
121061,1,culpa,My father got a slight heart attack after a telephone call of  mine.,Meu pai teve um leve ataque cardíaco depois de um telefonema meu.
81038,5,tristeza,"My father had a complicated operation. A long time before and  also a long time after that, we did not know how he would get  over it. During all that time I felt very sad.","Meu pai teve uma operação complicada. Muito antes e também muito tempo depois, não sabíamos como ele iria superar isso. Durante todo esse tempo, me senti muito triste."
191030,0,alegria,My father had an operation which lasted for hours.  We were all  very worried but it was successful.,"Meu pai teve uma operação que durou horas. Estávamos todos muito preocupados, mas foi um sucesso."
41036,3,medo,My father had been drinking and I feared him when we went to bed  at night.,Meu pai tinha bebido e eu tinha medo dele quando íamos para a cama à noite.
171038,2,desgosto,My father is someone I disgust. So when he comes close to me  a feeling of disgust overwhelms me. When I stay a week-end at my  parent's place I will remember it for long time.,"Meu pai é alguém que eu detesto. Então, quando ele se aproxima de mim, um sentimento de nojo me domina. Quando eu ficar um fim de semana na casa dos meus pais, vou me lembrar disso por muito tempo."
271077,6,vergonha,My father who is very quiet discovered I was going out with a  coloured boy. He called me names and was really upset.,"Meu pai, que é muito calado, descobriu que eu estava saindo com um menino de cor. Ele me xingou e ficou muito chateado."
41039,2,desgosto,"My life-partner is going through a crisis (way of life, old-fashioned values)  and can only get out of it by talking bold decisions.  I have  noticed his cowardice and attempts to escape his problems by  drinking.  I detest his drinking and his being full of self-pity.","Meu parceiro de vida está passando por uma crise (modo de vida, valores antiquados) e só consigo sair dela falando de decisões ousadas. Percebi sua covardia e tentativas de escapar de seus problemas bebendo. Eu detesto ele beber e estar cheio de autopiedade."
81065,5,tristeza,My partner left me after we had been together for a long time.,Meu parceiro me deixou depois de estarmos juntos por um longo tempo.
161007,4,raiva,"My partner without discussing with me the situation decided it  was time for us to have a break and went ahead and arranged his  own life for the next 6-12 months, then told me the day before it  was about to happen having been tolerant and friendly for the  preceding week.","Meu parceiro, sem discutir comigo a situação, decidiu que era hora de fazermos uma pausa e foi em frente e arranjou sua própria vida pelos próximos 6-12 meses, então me disse um dia antes que estava para acontecer tendo sido tolerante e amigável para a semana anterior."
271026,2,desgosto,"My first day to work in hospital, when I was dressing wounds I  was disgusted when I came across one wound with a very bad smell.","Meu primeiro dia de trabalho no hospital, enquanto curava feridas, fiquei enojado quando me deparei com uma ferida com um cheiro muito ruim."
201051,6,vergonha,My cousin and I were at the farm and at night we drunk like fools  and made a lot of noise.  We had drunk two much of wine.,Meu primo e eu estávamos na fazenda e à noite bebíamos feito uns idiotas e fazíamos muito barulho. Tínhamos bebido dois muito vinho.
161016,0,alegria,My cousin asked me to be a bridesmaid for her. This made really  happy because I was adopted into the family and her asking me  made me realise that she saw me as a cousin and not just another  person. There were other cousins she could have asked but she  asked me.,"Meu primo me pediu para ser dama de honra para ela. Isso me deixou muito feliz porque eu fui adotado pela família e o convite dela me fez perceber que ela me via como um primo e não apenas outra pessoa. Havia outros primos que ela poderia ter perguntado, mas ela me perguntou."
101052,2,desgosto,My main disgust is against codfish because I detest even the  smell of it.,Meu principal desgosto é contra o bacalhau porque detesto até o cheiro dele.
221059,6,vergonha,"My third grade teacher caught me cheating on a spelling test. I  couldn't spell Australia and she said in a loud voice something  like ""We don't have cheaters in my class"".","Meu professor da terceira série me pegou colando em um teste de ortografia. Eu não sabia soletrar Austrália e ela disse em voz alta algo como ""Não temos trapaceiros na minha classe""."
261050,6,vergonha,My teacher asked me a question which I failed to answer and I was  told to stay behind after the class and give the answer after  studying it from a book.,Meu professor me fez uma pergunta que não consegui responder e me disseram para ficar para trás depois da aula e dar a resposta depois de estudá-la em um livro.
331051,6,vergonha,"My teacher reminded us not to do a Summer job, however I did it  for two months.  Yesterday I was chatting with my teacher and  when we talked of the Summer job, I felt ashamed.","Meu professor nos lembrou de não fazer um trabalho de verão, no entanto, eu fiz isso por dois meses. Ontem estive conversando com minha professora e quando falamos sobre o trabalho de verão, fiquei com vergonha."
171064,5,tristeza,My dear hamster (called Hannes) died at the age of 2 and 1/2 years.  His shape forced me to mercy killing (an injection).,Meu querido hamster (chamado Hannes) morreu com 2 anos e meio de idade. Sua forma me forçou a matar por misericórdia (uma injeção).
171038,5,tristeza,My relationship with a boyfriend was finished and I didn't  succeed a years-course.,Meu relacionamento com um namorado acabou e eu não consegui um curso de anos.
331044,5,tristeza,My academic result was poor and I had to repeat the second year.   I felt sad about the coming several years.,Meu resultado acadêmico foi ruim e tive que repetir o segundo ano. Fiquei triste com os próximos anos.
21018,4,raiva,"My nephew is a deaf and also ""hyperactive"" boy. I had been  responsible for looking after him for a full day, and was very  tired. Then he suddenly grabbed a knife and stabbed me in the  leg. I got so angry that I didn't feel any pain.","Meu sobrinho é um menino surdo e também ""hiperativo"". Fui responsável por cuidar dele o dia inteiro e estava muito cansado. Então, de repente, ele pegou uma faca e me apunhalou na perna. Eu fiquei com tanta raiva que não senti nenhuma dor."
41025,4,raiva,"My superior blamed me for some neglects at work in front of  others.  In fact, the task in question was not supposed to be  done by me.","Meu superior me culpou por algumas negligências no trabalho na frente de outras pessoas. Na verdade, a tarefa em questão não deveria ser realizada por mim."
41020,2,desgosto,"My superior at the summer job swindled customers as much as he  could, and once put me in a difficult situation after which I  could not but detest him.","Meu superior no emprego de verão enganou os clientes o máximo que pôde e, certa vez, me colocou em uma situação difícil, depois da qual não pude deixar de detestá-lo."
271042,5,tristeza,My Uncle was beaten by his troublesome son. He fell unconscious  and gained consciousness after some time. That time I was at  school; this news reached me through someone.,Meu tio foi espancado por seu filho problemático. Ele ficou inconsciente e recuperou a consciência após algum tempo. Naquela época eu estava na escola; esta notícia chegou até mim por meio de alguém.
201056,3,medo,My uncle was taken to the UTC for an operation as he had cancer.   There had been a lot of deaths of late - 3 out of every 4  operated.  I was scared for my uncle's life.,Meu tio foi levado para a UTC para uma operação porque estava com câncer. Houve muitas mortes recentemente - 3 em cada 4 operados. Eu estava com medo pela vida do meu tio.
81061,5,tristeza,My uncle died - I felt sad at the funeral.,Meu tio morreu - fiquei triste no funeral.
